0.13353689376102765
0.09979988766816184
0.07681632714893949,0.3494180228989999
0.060722914709815286,0.26413744071140116,0.3932768298457919
0.049109245243145645,0.21024036173676455,0.3530433938065731
0.04049058353678505,0.17175449620754527,0.31166547585786414
0.03393454434815618,0.1430311046916766,0.2731521602113244
0.028839070739282466,0.12096753205641819,0.23912267539443094
0.024804069412195515,0.10363942867949043,0.20984498670727184
0.021556359731596503,0.08977964116774408,0.18494545566599085,0.366082490062553
